Id,datetime,yr,mnth,hr,season,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,demand
13364,16/07/2012,1,7,0,3,0,1,1,3,0.05,0.484027778,0.054861111,0.725694444,False
10802,31/03/2012,1,3,4,2,0,6,0,1,0.42,2.945833333,0.053472222,2.902083333,False
11730,08/05/2012,1,5,22,2,0,2,1,3,0.06,3.998611111,0.054166667,1.761805556,False
5004,01/08/2011,0,8,9,3,0,1,1,1,0.056944444,5.155555556,0.41,0.0,False
9065,18/01/2012,1,1,14,1,0,3,1,1,0.03,1.89375,0.33,2.695138889,False
16040,06/11/2012,1,11,0,4,0,2,1,1,0.24,1.788888889,0.06,0.725694444,False
11355,23/04/2012,1,4,7,2,0,1,1,3,0.03,1.999305556,0.05625,1.761805556,True
2934,07/05/2011,0,5,3,2,0,6,0,1,0.42,2.945833333,0.053472222,0.622222222,False
12932,28/06/2012,1,6,0,3,0,4,1,1,0.045833333,4.313888889,0.05,0.725694444,False
14147,17/08/2012,1,8,15,3,0,5,1,1,0.059722222,1.683333333,0.03,3.213194444,True
3661,06/06/2011,0,6,10,2,0,1,1,1,0.05,4.629861111,0.51,1.554861111,False
14104,15/08/2012,1,8,20,3,0,3,1,1,0.07,4.524305556,0.042361111,0.932638889,True
11487,28/04/2012,1,4,19,2,0,6,0,3,0.36,2.420138889,0.049305556,0.932638889,False
11011,08/04/2012,1,4,22,2,0,0,0,1,0.05,3.366666667,0.36,1.554861111,False
16822,08/12/2012,1,12,16,4,0,6,0,1,0.42,2.945833333,0.056944444,1.140277778,True
2895,05/05/2011,0,5,12,2,0,4,1,1,0.52,0.05,0.34,2.4875,False
5498,21/08/2011,0,8,23,3,0,0,0,1,0.07,4.629861111,0.051388889,1.140277778,False
5515,22/08/2011,0,8,16,3,0,1,1,1,0.051388889,4.524305556,0.03,2.695138889,True
11238,18/04/2012,1,4,10,2,0,3,1,3,0.48,3.261805556,0.47,1.554861111,False
13228,10/07/2012,1,7,8,3,0,2,1,1,0.05,0.484027778,0.051388889,0.932638889,True
14286,23/08/2012,1,8,10,3,0,4,1,1,0.051388889,4.734722222,0.58,0.622222222,True
6762,14/10/2011,0,10,7,4,0,5,1,3,0.56,3.682638889,0.061111111,0.134722222,False
12960,29/06/2012,1,6,4,3,0,5,1,1,0.07,4.524305556,0.045138889,1.140277778,False
16952,14/12/2012,1,12,2,4,0,5,1,1,0.22,1.89375,0.047916667,0.0,False
3308,22/05/2011,0,5,17,2,0,0,0,1,0.07,4.524305556,0.58,1.761805556,True
11010,08/04/2012,1,4,21,2,0,0,0,1,0.52,0.05,0.34,1.554861111,False
17180,23/12/2012,1,12,14,1,0,0,0,1,0.34,0.210416667,0.31,2.072916667,False
3251,20/05/2011,0,5,8,2,0,5,1,1,0.54,3.577777778,0.047222222,0.0,True
1862,23/03/2011,0,3,8,2,0,3,1,2,0.32,2.209722222,0.060416667,0.134722222,True
7656,20/11/2011,0,11,14,4,0,0,0,1,0.52,0.05,0.04375,1.761805556,True
10203,06/03/2012,1,3,4,1,0,2,1,1,0.18,1.157638889,0.51,2.072916667,False
10065,29/02/2012,1,2,10,1,0,3,1,3,0.03,0.210416667,0.05625,1.140277778,False
313,14/01/2011,0,1,12,1,0,5,1,1,0.02,0.136805556,0.44,1.761805556,False
3733,09/06/2011,0,6,10,2,0,4,1,1,0.059722222,5.681944444,0.05,1.969444444,False
10673,25/03/2012,1,3,19,2,0,0,0,1,0.05,3.366666667,0.05,1.761805556,True
8037,06/12/2011,0,12,12,4,0,2,1,3,0.46,3.15625,1.0,1.554861111,False
2866,04/05/2011,0,5,7,2,0,3,1,3,0.34,0.210416667,0.064583333,2.4875,False
13523,22/07/2012,1,7,15,3,0,0,0,1,0.05,4.734722222,0.045833333,0.725694444,True
16867,10/12/2012,1,12,13,4,0,1,1,3,0.44,3.051388889,1.0,1.554861111,True
1960,27/03/2011,0,3,11,2,0,0,0,2,0.24,1.683333333,0.48,1.140277778,False
9540,07/02/2012,1,2,10,1,0,2,1,1,0.34,2.314583333,0.46,1.140277778,False
15912,31/10/2012,1,10,16,4,0,3,1,2,0.42,2.945833333,0.54,1.554861111,True
4413,07/07/2011,0,7,18,3,0,4,1,1,0.058333333,5.261111111,0.44,2.072916667,True
11007,08/04/2012,1,4,18,2,0,0,0,1,0.043055556,4.209027778,0.25,2.280555556,True
16236,14/11/2012,1,11,5,4,0,3,1,1,0.22,1.578472222,0.047916667,0.134722222,False
9297,28/01/2012,1,1,6,1,0,6,0,1,0.24,1.999305556,0.07,0.0,False
6882,19/10/2011,0,10,8,4,0,3,1,3,0.54,3.577777778,0.07,3.420138889,True
10196,05/03/2012,1,3,21,1,0,1,1,1,0.26,1.578472222,0.37,2.695138889,False
14229,21/08/2012,1,8,1,3,0,2,1,2,0.06,3.893055556,0.057638889,0.932638889,False
11758,10/05/2012,1,5,2,2,0,4,1,2,0.48,3.261805556,0.061111111,0.725694444,False
13663,28/07/2012,1,7,11,3,0,6,0,1,0.058333333,5.155555556,0.39,1.554861111,True
435,20/01/2011,0,1,3,1,0,4,1,1,0.26,1.788888889,0.56,1.140277778,False
11997,20/05/2012,1,5,1,2,0,0,0,1,0.56,3.682638889,0.52,0.0,False
7127,29/10/2011,0,10,13,4,0,6,0,3,0.24,0.136805556,0.060416667,3.627777778,False
16514,25/11/2012,1,11,19,4,0,0,0,1,0.26,0.210416667,0.41,0.0,False
17338,30/12/2012,1,12,6,1,0,0,0,2,0.24,0.136805556,0.52,2.902083333,False
12829,23/06/2012,1,6,17,3,0,6,0,1,0.056944444,4.945138889,0.26,1.761805556,True
16590,28/11/2012,1,11,23,4,0,3,1,1,0.26,1.89375,0.48,0.932638889,False
1563,10/03/2011,0,3,13,1,0,4,1,3,0.42,2.945833333,0.0,1.554861111,False
1695,16/03/2011,0,3,6,1,0,3,1,2,0.03,2.209722222,0.064583333,0.725694444,False
11822,12/05/2012,1,5,18,2,0,6,0,2,0.045833333,4.313888889,0.31,0.134722222,True
5369,16/08/2011,0,8,14,3,0,2,1,1,0.052777778,4.734722222,0.45,2.902083333,False
3626,04/06/2011,0,6,23,2,0,6,0,2,0.044444444,4.313888889,0.57,0.0,False
13502,21/07/2012,1,7,18,3,0,6,0,2,0.06,3.788194444,0.061111111,0.134722222,False
511,23/01/2011,0,1,9,1,0,0,0,1,0.01,0.526388889,0.54,2.4875,False
6106,16/09/2011,0,9,23,3,0,5,1,1,0.05,3.366666667,0.59,0.0,False
1538,09/03/2011,0,3,10,1,0,3,1,2,0.03,1.999305556,0.052083333,1.761805556,False
1946,26/03/2011,0,3,20,2,0,6,0,2,0.28,1.89375,0.45,1.761805556,False
2844,03/05/2011,0,5,9,2,0,2,1,2,0.06,3.998611111,0.054166667,2.4875,False
3844,14/06/2011,0,6,1,2,0,2,1,1,0.06,4.313888889,0.49,1.761805556,False
9409,01/02/2012,1,2,22,1,0,3,1,1,0.05,3.366666667,0.55,0.134722222,False
2207,06/04/2011,0,4,19,2,0,3,1,1,0.05,3.366666667,0.31,2.072916667,True
6523,04/10/2011,0,10,8,4,0,2,1,1,0.44,3.051388889,0.053472222,1.554861111,True
14575,04/09/2012,1,9,11,3,0,2,1,2,0.051388889,0.484027778,0.07,1.969444444,False
446,20/01/2011,0,1,14,1,0,4,1,2,0.03,0.210416667,0.45,0.932638889,False
7486,13/11/2011,0,11,12,4,0,0,0,2,0.52,0.05,0.29,2.902083333,True
2979,09/05/2011,0,5,0,2,0,1,1,1,0.46,3.15625,0.056944444,0.622222222,False
5615,26/08/2011,0,8,20,3,0,5,1,1,0.05,0.484027778,0.054861111,0.622222222,True
16024,05/11/2012,1,11,8,4,0,1,1,2,0.03,1.999305556,0.49,1.554861111,True
15141,28/09/2012,1,9,1,4,0,5,1,3,0.06,3.788194444,0.061111111,0.0,False
4270,01/07/2011,0,7,19,3,0,5,1,1,0.054166667,4.629861111,0.25,0.134722222,True
346,15/01/2011,0,1,21,1,0,6,0,2,0.32,0.210416667,0.39,1.554861111,False
13497,21/07/2012,1,7,13,3,0,6,0,3,0.06,3.893055556,0.057638889,1.140277778,True
1678,15/03/2011,0,3,12,1,0,2,1,2,0.36,2.420138889,0.05,1.554861111,False
11874,14/05/2012,1,5,22,2,0,1,1,2,0.58,3.788194444,0.054166667,0.622222222,False
14967,20/09/2012,1,9,19,3,0,4,1,1,0.58,3.788194444,0.06,1.554861111,True
8147,11/12/2011,0,12,2,4,0,0,0,1,0.18,1.157638889,0.55,1.761805556,False
11522,30/04/2012,1,4,6,2,0,1,1,1,0.04,2.840972222,0.47,0.134722222,False
4768,22/07/2011,0,7,13,3,0,5,1,1,0.065277778,6.838888889,0.51,1.140277778,False
15329,05/10/2012,1,10,21,4,0,5,1,1,0.06,4.103472222,0.047916667,1.554861111,True
9314,28/01/2012,1,1,23,1,0,6,0,1,0.32,2.209722222,0.31,0.134722222,False
1389,03/03/2011,0,3,3,1,0,4,1,1,0.02,1.157638889,0.27,3.213194444,False
8791,07/01/2012,1,1,2,1,0,6,0,1,0.36,2.525,0.05,0.725694444,False
11253,19/04/2012,1,4,1,2,0,4,1,3,0.42,2.945833333,0.053472222,0.725694444,False
13513,22/07/2012,1,7,5,3,0,0,0,1,0.06,3.788194444,0.061111111,0.0,False
42,02/01/2011,0,1,18,1,0,0,0,2,0.36,2.314583333,0.46,2.280555556,False
1519,08/03/2011,0,3,15,1,0,2,1,2,0.36,2.630555556,0.18,0.0,False
1694,16/03/2011,0,3,5,1,0,3,1,2,0.03,2.209722222,0.064583333,0.725694444,False
16142,10/11/2012,1,11,7,4,0,6,0,1,0.26,1.89375,0.060416667,0.725694444,False
12345,03/06/2012,1,6,13,2,0,0,0,1,0.047222222,4.419444444,0.36,1.969444444,True
7678,21/11/2011,0,11,12,4,0,1,1,2,0.05,3.366666667,0.053472222,0.932638889,False
4400,07/07/2011,0,7,5,3,0,4,1,1,0.044444444,3.998611111,0.061805556,0.725694444,False
8490,25/12/2011,0,12,10,1,0,0,0,1,0.26,1.683333333,0.05625,1.761805556,False
13297,13/07/2012,1,7,5,3,0,5,1,2,0.045833333,4.419444444,0.56,0.622222222,False
11047,10/04/2012,1,4,10,2,0,2,1,1,0.46,3.15625,0.47,1.140277778,False
15541,14/10/2012,1,10,17,4,0,0,0,1,0.044444444,4.313888889,0.44,0.134722222,True
14044,13/08/2012,1,8,8,3,0,1,1,2,0.05,4.629861111,0.51,0.622222222,True
9832,19/02/2012,1,2,14,1,0,0,0,2,0.32,2.209722222,0.45,0.134722222,True
9456,03/02/2012,1,2,21,1,0,5,1,1,0.34,2.420138889,0.49,0.725694444,False
11374,24/04/2012,1,4,2,2,0,2,1,1,0.32,2.209722222,0.05625,0.134722222,False
6974,23/10/2011,0,10,4,4,0,0,0,1,0.34,2.525,0.060416667,0.0,False
13549,23/07/2012,1,7,17,3,0,1,1,1,0.056944444,5.365972222,0.52,0.932638889,True
13509,22/07/2012,1,7,1,3,0,0,0,2,0.06,3.788194444,0.061111111,1.140277778,False
7411,10/11/2011,0,11,9,4,0,4,1,2,0.42,2.945833333,0.065277778,0.725694444,True
14035,12/08/2012,1,8,23,3,0,0,0,1,0.047222222,4.419444444,0.042361111,0.0,False
3096,13/05/2011,0,5,21,2,0,5,1,2,0.52,0.05,0.058333333,1.140277778,False
7254,03/11/2011,0,11,20,4,0,4,1,1,0.42,2.945833333,0.049305556,0.725694444,True
7510,14/11/2011,0,11,12,4,0,1,1,1,0.56,3.682638889,0.56,2.072916667,True
10372,13/03/2012,1,3,6,1,0,2,1,3,0.46,3.15625,0.056944444,0.134722222,False
9429,02/02/2012,1,2,18,1,0,4,1,1,0.04,2.840972222,0.43,3.213194444,True
15407,09/10/2012,1,10,3,4,0,2,1,3,0.36,2.314583333,0.060416667,1.969444444,False
2843,03/05/2011,0,5,8,2,0,2,1,2,0.56,3.682638889,0.057638889,1.969444444,True
2562,21/04/2011,0,4,15,2,0,4,1,1,0.52,0.05,0.29,2.902083333,True
9057,18/01/2012,1,1,6,1,0,3,1,1,0.34,1.999305556,0.36,3.627777778,False
13939,08/08/2012,1,8,23,3,0,3,1,1,0.05,4.734722222,0.07,0.932638889,False
8802,07/01/2012,1,1,13,1,0,6,0,1,0.44,3.051388889,0.44,0.134722222,True
15818,26/10/2012,1,10,6,4,0,5,1,2,0.52,0.05,0.061111111,0.622222222,False
13059,03/07/2012,1,7,7,3,0,2,1,1,0.051388889,4.734722222,0.58,0.0,True
9875,21/02/2012,1,2,11,1,0,2,1,2,0.26,1.683333333,0.07,1.969444444,False
8042,06/12/2011,0,12,17,4,0,2,1,2,0.46,3.15625,1.0,1.554861111,True
6709,12/10/2011,0,10,2,4,0,3,1,2,0.56,3.682638889,0.057638889,1.969444444,False
11553,01/05/2012,1,5,13,2,0,2,1,2,0.05,4.629861111,0.51,1.554861111,True
8687,02/01/2012,1,1,18,1,1,1,0,1,0.26,1.683333333,0.33,1.761805556,False
617,28/01/2011,0,1,22,1,0,5,1,1,0.24,1.472916667,0.045138889,2.4875,False
7599,18/11/2011,0,11,5,4,0,5,1,1,0.22,1.578472222,0.44,0.932638889,False
13416,18/07/2012,1,7,4,3,0,3,1,1,0.05,4.734722222,0.07,0.932638889,False
4586,14/07/2011,0,7,23,3,0,4,1,1,0.044444444,4.209027778,0.045138889,1.761805556,False
10789,30/03/2012,1,3,15,2,0,5,1,3,0.42,2.945833333,0.54,0.0,True
15135,27/09/2012,1,9,19,4,0,4,1,1,0.045833333,4.313888889,0.045138889,0.932638889,True
8550,27/12/2011,0,12,23,1,0,2,1,1,0.03,0.210416667,0.064583333,0.932638889,False
16007,04/11/2012,1,11,15,4,0,0,0,1,0.04,2.840972222,0.04,1.554861111,True
8564,28/12/2011,0,12,14,1,0,3,1,1,0.32,1.999305556,0.39,2.695138889,False
11968,18/05/2012,1,5,20,2,0,5,1,1,0.043055556,4.313888889,0.41,1.140277778,True
6481,02/10/2011,0,10,14,4,0,0,0,3,0.36,2.420138889,0.05625,1.140277778,True
1992,28/03/2011,0,3,20,2,0,1,1,1,0.32,2.314583333,0.22,0.725694444,False
1266,25/02/2011,0,2,21,1,0,5,1,1,0.28,1.788888889,0.48,2.695138889,False
3638,05/06/2011,0,6,11,2,0,0,0,2,0.044444444,4.209027778,0.047916667,0.725694444,True
15073,25/09/2012,1,9,5,4,0,2,1,1,0.42,2.945833333,0.053472222,0.622222222,False
7338,07/11/2011,0,11,8,4,0,1,1,2,0.03,2.209722222,1.0,0.622222222,True
16743,05/12/2012,1,12,9,4,0,3,1,2,0.44,3.051388889,0.51,1.554861111,True
11841,13/05/2012,1,5,13,2,0,0,0,1,0.047222222,4.419444444,0.54,1.761805556,True
1295,27/02/2011,0,2,2,1,0,0,0,1,0.26,1.89375,0.060416667,0.932638889,False
9432,02/02/2012,1,2,21,1,0,4,1,1,0.34,0.210416667,0.46,2.902083333,False
2500,19/04/2011,0,4,1,2,0,2,1,1,0.46,3.15625,0.04375,1.554861111,False
6293,24/09/2011,0,9,18,4,0,6,0,1,0.044444444,4.103472222,0.054166667,0.725694444,True
2629,24/04/2011,0,4,10,2,0,0,0,1,0.06,3.998611111,0.054166667,1.140277778,True
4553,13/07/2011,0,7,14,3,0,3,1,3,0.056944444,5.261111111,0.46,0.932638889,False
6737,13/10/2011,0,10,6,4,0,4,1,3,0.54,3.577777778,1.0,0.622222222,False
10722,27/03/2012,1,3,20,2,0,2,1,1,0.42,2.945833333,0.17,0.622222222,True
17319,29/12/2012,1,12,11,1,0,6,0,3,0.02,1.683333333,0.064583333,0.622222222,False
2597,23/04/2011,0,4,2,2,0,6,0,3,0.32,2.314583333,1.0,0.932638889,False
11251,18/04/2012,1,4,23,2,0,3,1,2,0.42,2.945833333,0.053472222,0.0,False
635,29/01/2011,0,1,17,1,0,6,0,1,0.24,1.999305556,0.06,0.0,False
5742,01/09/2011,0,9,16,3,0,4,1,1,0.051388889,4.629861111,0.51,0.134722222,True
6154,18/09/2011,0,9,23,3,0,0,0,1,0.54,3.577777778,0.047222222,0.134722222,False
12297,01/06/2012,1,6,13,2,0,5,1,1,0.05,4.734722222,0.07,2.072916667,True
9054,18/01/2012,1,1,3,1,0,3,1,2,0.44,3.051388889,0.51,3.420138889,False
13562,24/07/2012,1,7,6,3,0,2,1,1,0.045833333,4.209027778,0.057638889,0.932638889,False
13024,01/07/2012,1,7,20,3,0,0,0,1,0.058333333,5.155555556,0.39,0.932638889,True
1284,26/02/2011,0,2,15,1,0,6,0,2,0.36,2.314583333,0.04,1.969444444,False
14332,25/08/2012,1,8,8,3,0,6,0,2,0.045833333,4.313888889,0.051388889,1.761805556,False
1034,15/02/2011,0,2,18,1,0,2,1,1,0.03,0.210416667,0.22,0.932638889,True
422,19/01/2011,0,1,14,1,0,3,1,1,0.04,2.840972222,0.58,1.761805556,False
16749,05/12/2012,1,12,15,4,0,3,1,1,0.48,3.261805556,0.33,1.969444444,True
10466,17/03/2012,1,3,4,1,0,6,0,2,0.42,2.945833333,0.065277778,0.0,False
16089,08/11/2012,1,11,1,4,0,4,1,3,0.03,1.89375,0.52,2.4875,False
1591,11/03/2011,0,3,18,1,0,5,1,1,0.32,0.210416667,0.49,2.280555556,False
9784,17/02/2012,1,2,14,1,0,5,1,1,0.04,2.840972222,0.37,2.4875,False
11810,12/05/2012,1,5,6,2,0,6,0,1,0.42,2.945833333,0.046527778,0.622222222,False
15007,22/09/2012,1,9,11,3,0,6,0,1,0.07,4.524305556,0.58,1.969444444,True
14423,29/08/2012,1,8,3,3,0,3,1,1,0.043055556,4.103472222,0.050694444,0.725694444,False
2423,15/04/2011,0,4,20,2,1,5,0,2,0.04,2.840972222,0.052777778,2.280555556,False
8821,08/01/2012,1,1,8,1,0,0,0,1,0.03,0.210416667,0.52,0.932638889,False
13203,09/07/2012,1,7,7,3,0,1,1,3,0.045833333,4.209027778,0.057638889,1.554861111,True
15251,02/10/2012,1,10,15,4,0,2,1,3,0.043055556,3.998611111,0.057638889,0.932638889,True
6985,23/10/2011,0,10,15,4,0,0,0,1,0.52,0.05,0.52,1.140277778,True
9208,24/01/2012,1,1,13,1,0,2,1,1,0.34,2.314583333,0.060416667,1.140277778,True
11938,17/05/2012,1,5,14,2,0,4,1,1,0.044444444,4.313888889,0.38,0.134722222,True
5926,09/09/2011,0,9,10,3,0,5,1,2,0.043055556,3.577777778,1.0,0.0,False
9528,06/02/2012,1,2,22,1,0,1,1,1,0.03,0.210416667,0.045138889,0.932638889,False
12430,07/06/2012,1,6,2,2,0,4,1,1,0.52,0.05,0.053472222,0.622222222,False
9636,11/02/2012,1,2,10,1,0,6,0,3,0.22,1.683333333,0.064583333,0.725694444,False
9610,10/02/2012,1,2,8,1,0,5,1,1,0.02,1.472916667,0.59,1.140277778,True
